comp,func,id
gear,transfer mechanical,652
pulley,transfer mechanical,652
lever,transfer mechanical,652
shaft,transfer mechanical,652
link,transfer mechanical,652
shaft,transfer mechanical,652
gear,transfer mechanical,652
shaft,transfer mechanical,652
pulley,transfer mechanical,652
guiders,transfer mechanical,652
shaft,transfer mechanical,652
link,transfer mechanical,652
support,transfer mechanical,652
shaft,transfer mechanical,652
bracket,transfer mechanical,652
bracket,transfer mechanical,652
lever,transfer mechanical,652
link,transfer mechanical,652
bracket,transfer mechanical,652
shaft,transfer mechanical,652
changer,transfer mechanical,652
bracket,transfer mechanical,652
sprocket,transfer mechanical,652
housing,transfer solid,652
handle,convert human energy,683
handle,export human material,683
blade,export mechanical,683
blade,export solid,683
blade,guide solid,683
handle,import control,683
handle,import human energy,683
handle,import human material,683
blade,import solid,683
blade,indicate status,683
blade,secure solid,683
handle,secure solid,683
blade,separate solid,683
electric motor,actuate electrical,684
blade,change solid,684
electric motor,convert electrical,684
electric switch,convert human energy,684
electric switch,convert mechanical,684
screw,couple solid,684
clamp,couple solid,684
housing,distribute mechanical,684
electric motor,export acoustic,684
cover,export human material,684
housing,export mechanical,684
blade,export mechanical,684
container,export solid,684
electric motor,export thermal,684
cover,guide human material,684
housing,guide solid,684
container,guide solid,684
cover,guide solid,684
electric cord,import electrical,684
electric switch,import human energy,684
cover,import human material,684
housing,import mechanical,684
cover,import solid,684
cover,indicate solid,684
housing,position solid,684
electric motor,position solid,684
housing,position solid,684
container,position solid,684
cover,position solid,684
electric motor,secure solid,684
nut-bolt,secure solid,684
housing,stabilize mechanical,684
electric switch,store mechanical,684
container,store solid,684
electric cord,transfer electrical,684
electric switch,transfer mechanical,684
nut-bolt,transfer mechanical,684
cover,transfer solid,684
electric switch,actuate control,686
electric switch,actuate electrical,686
gear,change mechanical,686
electric motor,convert electrical,686
electric switch,convert human energy,686
link,couple solid,686
housing,couple solid,686
screw,couple solid,686
screw,couple solid,686
screw,couple solid,686
housing,export human material,686
housing,export human material,686
blade,export mechanical,686
electric switch,export mechanical,686
blade,export solid,686
guiders,guide mechanical,686
positioner,guide solid,686
positioner,guide solid,686
shaft,guide solid,686
gear,guide solid,686
friction enhancer,guide solid,686
guiders,guide solid,686
electric motor,guide solid,686
guiders,guide solid,686
battery,import electrical,686
battery,import electrical,686
electric switch,import human energy,686
housing,import human material,686
housing,import human material,686
blade,import solid,686
housing,position human material,686
housing,position human material,686
electric wire,position solid,686
electric wire,position solid,686
electric wire,position solid,686
electric wire,position solid,686
support,position solid,686
housing,position solid,686
guiders,position solid,686
housing,position solid,686
support,position solid,686
housing,position solid,686
shaft,position solid,686
support,position solid,686
spring,position solid,686
electric wire,secure solid,686
electric wire,secure solid,686
electric wire,secure solid,686
electric wire,secure solid,686
support,secure solid,686
housing,secure solid,686
guiders,secure solid,686
gear,secure solid,686
housing,secure solid,686
electric motor,secure solid,686
support,secure solid,686
housing,secure solid,686
shaft,secure solid,686
electric switch,secure solid,686
blade,separate solid,686
battery,store electrical,686
battery,store electrical,686
battery,supply electrical,686
battery,supply electrical,686
housing,support human material,686
housing,support human material,686
battery,transfer electrical,686
battery,transfer electrical,686
electric wire,transfer electrical,686
electric wire,transfer electrical,686
electric wire,transfer electrical,686
electric wire,transfer electrical,686
electric wire,transfer electrical,686
electric motor,transfer electrical,686
electric wire,transfer electrical,686
electric wire,transfer electrical,686
electric wire,transfer electrical,686
shaft,transfer mechanical,686
guiders,transfer mechanical,686
gear,transfer mechanical,686
guiders,transfer mechanical,686
link,transfer mechanical,686
electric switch,actuate electrical,688
gear,change mechanical,688
gear,change mechanical,688
electric motor,convert electrical,688
electric switch,convert human energy,688
handle,convert human energy,688
guiders,couple solid,688
nut-bolt,couple solid,688
unclassified,couple solid,688
unclassified,couple solid,688
screw,couple solid,688
screw,couple solid,688
screw,couple solid,688
screw,couple solid,688
screw,couple solid,688
screw,couple solid,688
electric wire,couple solid,688
blade,distribute mechanical,688
electric motor,export acoustic,688
guiders,export human material,688
battery,export human material,688
housing,export human material,688
unclassified,export human material,688
handle,export human material,688
latch release,export human material,688
housing,export human material,688
electric switch,export human material,688
handle,export human material,688
blade,export mechanical,688
electric switch,export mechanical,688
handle,export mechanical,688
guiders,export solid,688
blade,export solid,688
blade,export thermal,688
electric motor,export thermal,688
handle,guide mechanical,688
positioner,guide solid,688
positioner,guide solid,688
positioner,guide solid,688
gear,guide solid,688
unclassified,guide solid,688
nut-bolt,guide solid,688
nut-bolt,guide solid,688
nut-bolt,guide solid,688
nut-bolt,guide solid,688
housing,guide solid,688
housing,guide solid,688
housing,guide solid,688
gear,guide solid,688
cover,guide solid,688
support,guide solid,688
electric motor,guide solid,688
nut-bolt,guide solid,688
nut-bolt,guide solid,688
shaft,guide solid,688
guiders,guide solid,688
stop,guide solid,688
screw,guide solid,688
positioner,guide solid,688
unclassified,guide solid,688
unclassified,guide solid,688
unclassified,guide solid,688
nut-bolt,guide solid,688
electric switch,import control,688
battery,import electrical,688
electric switch,import human energy,688
handle,import human energy,688
guiders,import human material,688
battery,import human material,688
housing,import human material,688
unclassified,import human material,688
handle,import human material,688
latch release,import human material,688
housing,import human material,688
electric switch,import human material,688
handle,import human material,688
handle,import mechanical,688
guiders,import solid,688
blade,import solid,688
handle,mix mechanical,688
guiders,position solid,688
indicator light,position solid,688
electric wire,position solid,688
electric wire,position solid,688
unclassified,position solid,688
spring,position solid,688
unclassified,position solid,688
unclassified,position solid,688
nut-bolt,position solid,688
nut-bolt,position solid,688
cushion,position solid,688
housing,position solid,688
housing,position solid,688
cover,position solid,688
support,position solid,688
latch release,position solid,688
positioner,position solid,688
electric motor,position solid,688
housing,position solid,688
nut-bolt,position solid,688
nut-bolt,position solid,688
shaft,position solid,688
guiders,position solid,688
stop,position solid,688
spring,position solid,688
screw,position solid,688
cushion,position solid,688
unclassified,position solid,688
spring,position solid,688
electric switch,position solid,688
unclassified,position solid,688
door,position solid,688
guiders,position solid,688
electric switch,regulate mechanical,688
shaft,rotate solid,688
battery,secure solid,688
unclassified,secure solid,688
positioner,secure solid,688
positioner,secure solid,688
positioner,secure solid,688
gear,secure solid,688
nut-bolt,secure solid,688
housing,secure solid,688
housing,secure solid,688
shaft,secure solid,688
stop,secure solid,688
spring,secure solid,688
door,secure solid,688
guiders,secure solid,688
guiders,separate solid,688
unclassified,separate solid,688
battery,store electrical,688
battery,supply electrical,688
battery,transfer electrical,688
electric wire,transfer electrical,688
electric wire,transfer electrical,688
electric wire,transfer electrical,688
electric motor,transfer electrical,688
electric wire,transfer electrical,688
electric wire,transfer electrical,688
electric wire,transfer electrical,688
gear,transfer mechanical,688
gear,transfer mechanical,688
shaft,transfer mechanical,688
handle,transfer mechanical,688
electric switch,actuate electrical,689
gear,change mechanical,689
gear,change mechanical,689
shaft,change mechanical,689
gear,change mechanical,689
shaft,change mechanical,689
gear,change mechanical,689
gear,change mechanical,689
gear,change mechanical,689
gear,change mechanical,689
electric motor,convert electrical,689
unclassified,convert human energy,689
electric switch,convert human energy,689
unclassified,couple solid,689
key,couple solid,689
screw,couple solid,689
screw,couple solid,689
screw,couple solid,689
screw,couple solid,689
screw,couple solid,689
screw,couple solid,689
screw,couple solid,689
screw,couple solid,689
electric wire,couple solid,689
unclassified,distribute solid,689
blade,export acoustic,689
electric motor,export acoustic,689
shaft,export acoustic,689
unclassified,export human material,689
electric switch,export human material,689
blade,export human material,689
shaft,export human material,689
unclassified,export human material,689
electric switch,export human material,689
unclassified,export mechanical,689
blade,export mechanical,689
housing,export mechanical,689
housing,export mechanical,689
shaft,export mechanical,689
electric switch,export mechanical,689
blade,export solid,689
shaft,export solid,689
blade,export thermal,689
electric motor,export thermal,689
shaft,export thermal,689
positioner,guide solid,689
cover,guide solid,689
housing,guide solid,689
unclassified,guide solid,689
stop,guide solid,689
electric switch,guide solid,689
gear,guide solid,689
gear,guide solid,689
housing,guide solid,689
housing,guide solid,689
cover,guide solid,689
divider,guide solid,689
gear,guide solid,689
circuit board,guide solid,689
electric motor,guide solid,689
shaft,guide solid,689
gear,guide solid,689
gear,guide solid,689
gear,guide solid,689
gear,guide solid,689
gear,guide solid,689
guiders,guide solid,689
guiders,guide solid,689
guiders,guide solid,689
unclassified,guide solid,689
unclassified,guide solid,689
unclassified,guide solid,689
unclassified,guide solid,689
guiders,guide solid,689
electric switch,import control,689
unclassified,import control,689
unclassified,import control,689
electric switch,import control,689
battery,import electrical,689
unclassified,import human energy,689
electric switch,import human energy,689
unclassified,import human material,689
electric switch,import human material,689
blade,import human material,689
shaft,import human material,689
unclassified,import human material,689
electric switch,import human material,689
housing,import mechanical,689
housing,import mechanical,689
blade,import solid,689
shaft,import solid,689
housing,mix mechanical,689
housing,mix mechanical,689
link,position solid,689
electric wire,position solid,689
electric wire,position solid,689
unclassified,position solid,689
spring,position solid,689
support,position solid,689
guiders,position solid,689
spring,position solid,689
unclassified,position solid,689
spring,position solid,689
stop,position solid,689
gear,position solid,689
housing,position solid,689
housing,position solid,689
cover,position solid,689
divider,position solid,689
gear,position solid,689
positioner,position solid,689
cover,position solid,689
shaft,position solid,689
gear,position solid,689
unclassified,position solid,689
unclassified,position solid,689
unclassified,position solid,689
cam,position solid,689
spring,position solid,689
diode,regulate electrical,689
transistor,regulate electrical,689
circuit board,regulate electrical,689
electric switch,regulate electrical,689
unclassified,rotate solid,689
unclassified,secure solid,689
cover,secure solid,689
housing,secure solid,689
unclassified,secure solid,689
shaft,secure solid,689
housing,secure solid,689
transistor,secure solid,689
electric motor,secure solid,689
shaft,secure solid,689
electric switch,secure solid,689
unclassified,separate solid,689
battery,store electrical,689
battery,supply electrical,689
electric wire,transfer control,689
battery,transfer electrical,689
electric wire,transfer electrical,689
electric wire,transfer electrical,689
electric wire,transfer electrical,689
electric wire,transfer electrical,689
electric wire,transfer electrical,689
electric wire,transfer electrical,689
electric wire,transfer electrical,689
electric wire,transfer electrical,689
electric wire,transfer electrical,689
electric wire,transfer electrical,689
electric wire,transfer electrical,689
electric wire,transfer electrical,689
transistor,transfer electrical,689
indicator light,transfer electrical,689
circuit board,transfer electrical,689
electric motor,transfer electrical,689
electric wire,transfer electrical,689
electric wire,transfer electrical,689
electric wire,transfer electrical,689
electric wire,transfer electrical,689
electric wire,transfer electrical,689
gear,transfer mechanical,689
gear,transfer mechanical,689
shaft,transfer mechanical,689
shaft,transfer mechanical,689
gear,transfer mechanical,689
gear,transfer mechanical,689
gear,transfer mechanical,689
housing,transmit mechanical,689
housing,transmit mechanical,689
